artist,popularity,followers,genres,number_of_articles,positive_articles,negative_articles,average_sentiment_score
gwar,45,242409,"comic metal,groove metal,industrial metal,nu metal,old school thrash,virginia metal,virginia punk",1,0,1,-0.07692307692307693
dionne warwick,63,981885,"adult standards,brill building pop,disco,quiet storm,soft rock,soul,vocal jazz",3,1,0,0.09848484848484847
duane davis,0,1,,2,1,0,0.075
lou reed,65,1900431,"classic rock,glam rock,permanent wave,rock,singer-songwriter",1,1,0,0.5
penny lane,24,798,,1,1,0,0.42640692640692646
kokomo,10,6871,"german post-rock,instrumental post-rock",1,0,0,0.0
kyle gass,13,1993,,5,3,2,0.04901515151515151
bassist,16,47,,3,1,2,-0.11666666666666668
erica banks,48,196211,trap queen,1,1,0,0.25
grammy,3,130,,5,3,2,0.10268398268398267
ne-yo,82,9357710,"dance pop,pop,r&b,urban contemporary",1,1,0,0.13636363636363635
marlon jackson,5,11545,,1,0,0,0.0
john oates,33,69572,,4,4,0,0.2806344696969697
angie martinez,40,22321,,1,1,0,0.25
shervin hajipour,44,202584,persian melodic rap,1,1,0,0.4571428571428572
ashley mcbryde,55,305544,"arkansas country,contemporary country,country,country road",2,1,0,0.3
hot mulligan,63,263088,"alternative emo,emo,pop punk",1,1,0,0.25
nicki nicole,80,7911852,"argentine hip hop,r&b argentino,trap argentino,trap latino,urbano latino",1,1,0,0.5
casey benjamin,15,148,,1,1,0,0.55
joan baez,55,697936,"american folk revival,folk,folk rock,singer-songwriter",3,2,0,0.3055555555555555
jhené aiko,80,8599110,r&b,4,3,1,0.4862418831168831
dave stewart,71,52752,"new wave pop,rock keyboard",2,2,0,0.4281655844155844
cindy lee,40,48713,"experimental indie,hypnagogic pop",1,1,0,0.20373376623376624
julie byrne,41,62638,"ambient folk,chamber pop",1,1,0,0.43636363636363634
alicia bognanno,0,70,,2,2,0,0.16818181818181818
tim lambesis,22,283,,2,0,2,-0.4583333333333333
william bell,49,73228,"memphis soul,southern soul",1,0,1,-0.16666666666666666
chad smith,46,5495,rock drums,7,4,2,0.20209492888064315
schuster,38,25774,"pop chileno,reggaeton chileno",1,1,0,0.2681818181818182
tommy lee sparta,54,325810,"dancehall,jamaican dancehall,traphall",1,1,0,0.032467532467532464
mix,5,35,,2,2,0,0.16669372294372295
conchita wurst,37,51636,strut,1,1,0,0.13636363636363635
devin malik,41,4983,,1,1,0,0.25795454545454544
gov't mule,45,298249,"blues rock,electric blues,jam band,modern blues,modern blues rock,southern rock",1,0,0,0.0
don draper,0,99,,1,1,0,1.5681818181818181
sim,60,412130,"japanese metalcore,japanese screamo",1,1,0,0.18831168831168832
neil giraldo,15,567,,1,0,1,-0.1
youths,0,41,,1,0,1,-0.11666666666666665
jean knight,49,30729,"new orleans soul,southern soul",1,1,0,0.03636363636363635
snuffleupagus,50,1689,cartoon,1,1,0,0.1
summer vibes,52,2310,"chill house,tropical house",1,0,1,-0.6714285714285714
grimes,70,2467598,"art pop,canadian electropop,grave wave,indietronica,metropopolis,neo-synthpop",1,1,0,0.24285714285714288
bud gaugh,0,8,,1,1,0,0.375
melissa etheridge,52,502491,"ectofolk,heartland rock,lilith,pop rock,singer-songwriter",5,5,0,0.3736255411255411
sam mendes,0,7,,1,1,0,0.6875
aleza,43,24444,,1,0,1,-0.3730639730639731
lanez,1,127,,6,3,2,0.17886363636363636
wilko johnson,27,24437,pub rock,1,0,1,-0.2
zedd,76,6000486,"complextro,edm,german techno,pop,pop dance",1,1,0,0.16666666666666666
benny andersson,49,36018,neo-classical,2,1,0,0.016666666666666663
tinashe,73,2892616,"alternative r&b,dance pop,metropopolis,pop,r&b",7,3,2,0.09100185528756957
eddie van halen,18,245,,3,2,1,0.09048701298701299
shut up,2,479,,1,0,1,-0.33181818181818185
colin greenwood,36,3128,,2,1,1,0.05000000000000003
layla hendryx,7,1204,"canadian hip hop,escape room",1,0,0,0.0
simple minds,68,2115651,"album rock,dance rock,new romantic,new wave,new wave pop,rock,scottish new wave,soft rock",2,1,1,0.29166666666666663
pras michel,36,918,,1,0,0,0.0
albini,0,1,,5,3,1,0.12722222222222224
james mercer,32,3709,,1,0,1,-0.006818181818181834
snoop dogg,85,13359216,"g funk,gangster rap,hip hop,pop rap,rap,west coast rap",11,7,2,0.271831955922865
eve 6,53,454698,"alternative metal,pop rock,post-grunge",1,0,1,-1.5
neil finn,44,88889,"nz singer-songwriter,solo wave",1,1,0,0.38636363636363635
dominic fike,79,1953220,"alternative pop rock,pov: indie",3,2,0,0.2727272727272727
randy bachman,28,17290,classic canadian rock,1,0,1,-0.5
departures,30,12648,modern melodic hardcore,1,1,0,0.2
van conner,1,255,,1,0,1,-0.2
ben folds,52,312517,"permanent wave,piano rock",2,1,0,0.022727272727272724
brad pitt,4,925,,1,0,1,-0.6
harry smith,26,369,,1,0,1,-0.18181818181818182
lou phelps,41,44964,canadian hip hop,1,0,0,0.0
jonny quinn,10,28,,1,0,1,-0.3
little willie john,37,31718,"rhythm and blues,southern soul",1,1,0,0.006249999999999992
rickie lee jones,46,204549,"folk,singer-songwriter",1,1,0,0.5
evans,26,396,,1,1,0,0.30000000000000004
skylar gudasz,24,4093,north carolina roots,1,0,1,-0.03333333333333333
stevie nicks,66,1798271,heartland rock,17,8,5,0.19808059587471352
nick drake,63,861718,"british folk,folk,melancholia,singer-songwriter",1,0,1,-0.041666666666666664
ross mcdonald,2,17,,2,2,0,0.625
neil peart,5,7191,rock drums,1,1,0,1.0
bill berry,4,159,,2,2,0,0.8166666666666667
croft,2,154,,1,0,0,0.0
rock hall,0,13,,2,1,1,0.29318181818181815
cole bennett,0,148,,2,2,0,0.058333333333333334
don letts,32,7373,,1,1,0,0.06818181818181818
crazy horse,55,94038,"country rock,folk rock,roots rock",1,0,1,-0.48333333333333334
john coltrane,67,1717161,"bebop,free jazz,jazz,jazz saxophone,vocal jazz",2,1,1,0.14204545454545453
brightside,5,1766,experimental bass,4,3,0,0.23125
devo,55,588236,"alternative rock,art punk,dance rock,new romantic,new wave,new wave pop,post-punk,synth punk,synthpop,zolo",5,2,2,0.04803030303030304
tony banks,31,49917,"progressive rock,rock keyboard,symphonic rock",1,0,0,0.0
sentenced,44,109714,"finnish death metal,finnish melodeath,gothic metal,melodic death metal,metal,oulu metal",2,0,1,-0.12083333333333333
queen,86,52202480,"classic rock,glam rock,rock",4,4,0,0.2659722222222222
jaylen brown,31,4741,,1,0,1,-0.08272727272727273
todo,0,16,,1,1,0,0.13636363636363635
p.p. arnold,33,14112,soul,1,1,0,0.20454545454545453
james blunt,73,3091704,neo mellow,1,1,0,0.4333333333333333
black pumas,64,1082623,retro soul,1,0,1,-0.16666666666666666
holly humberstone,58,270089,"alt z,indie pop,modern alternative pop,uk pop",2,1,1,0.05366161616161616
antonoff,0,51,,3,2,0,0.4047619047619048
william shatner,35,28519,"comic,outsider",1,1,0,0.04545454545454545
aglow,0,3,,1,1,0,0.06818181818181818
ones,6,220,,1,1,0,0.6895833333333333
tiny desk,3,806,,5,5,0,0.2514393939393939
sandwiches,0,2,,1,1,0,0.5
pantera,72,5423301,"alternative metal,groove metal,hard rock,metal,nu metal,old school thrash,rock,texas metal",2,2,0,0.2833333333333333
superfan,17,29753,modern indie pop,3,2,0,0.3
dropkick murphys,62,1270512,"boston punk,boston rock,celtic punk,celtic rock,punk",2,0,0,0.0
iliza shlesinger,33,28197,comedienne,1,0,1,-0.15000000000000002
colton dixon,57,317498,"ccm,christian alternative rock,christian music",1,1,0,0.17857142857142858
annie lennox,72,1605914,"new romantic,new wave,new wave pop,singer-songwriter,soft rock,synthpop",3,3,0,0.5
michél,1,179,,2,1,1,0.1611111111111111
justin sane,10,2423,acoustic punk,2,1,1,0.19285714285714284
paul weller,54,474979,"britpop,solo wave",1,0,0,0.0
samurai,54,229370,,1,1,0,0.3392857142857143
joh chase,15,1038,,1,1,0,0.4431818181818182
myles goodwyn,5,903,,1,0,1,-0.2
beavis,5,501,,1,1,0,0.6931818181818181
ian connor,0,9,,1,1,0,0.25
bush,63,1931131,"alternative metal,alternative rock,grunge,nu metal,post-grunge,rock",3,1,1,0.011111111111111118
john reis,1,113,,1,1,0,0.075
activist,4,2487,,1,1,0,0.8
damian priest,0,2,,1,1,0,0.01666666666666681
coco jones,65,558054,pop r&b,2,2,0,0.3666666666666667
hoshi,48,591174,,1,0,0,0.0
amanda shires,52,57112,"alternative country,folk,new americana",1,1,0,0.34545454545454546
sylvan esso,56,573734,"art pop,chamber pop,etherpop,indie pop,indie rock,indietronica,shimmer pop",1,1,0,0.6696969696969697
reba mcentire,63,2121114,"classic oklahoma country,contemporary country,country,country dawn,country road",6,5,1,0.4474747474747475
brendan yates,21,142,,1,0,1,-0.15000000000000002
yo gotti,65,4374532,"dirty south rap,gangster rap,memphis hip hop,rap,southern hip hop,tennessee hip hop,trap",1,1,0,0.5
soul asylum,57,648045,"alternative rock,grunge,permanent wave,pop rock,post-grunge",1,0,1,-0.21250000000000002
steve albini,16,12345,,13,10,2,0.3428793428793429
wade robson,11,531,,3,0,1,-0.00555555555555556
negligence,6,334,slovenian metal,1,1,0,0.4333333333333334
astrud gilberto,62,300289,"bossa nova,brazilian jazz,lounge,samba-jazz,vocal jazz",1,0,1,-0.2
adam duritz,6,1243,,2,1,1,0.35909090909090907
yellowcard,64,1546150,"alternative metal,pop punk,post-grunge,socal pop punk",1,0,1,-0.16666666666666666
sofia carson,71,3681926,pop,1,0,0,0.0
bernice johnson reagon,20,3290,"spirituals,women's music",1,1,0,0.42499999999999993
blue sky,32,256,chill house,1,1,0,0.1438888888888889
luh tyler,66,361497,florida drill,1,1,0,0.5
jamie lynn spears,26,52464,post-teen pop,1,0,1,-0.2
b.b. king,63,2774650,"blues,blues rock,classic rock,electric blues,jazz blues,soul,soul blues,traditional blues",1,1,0,0.5
serge gainsbourg,57,582906,"chanson,french rock",1,0,1,-0.2
sam derosa,30,16459,,1,1,0,0.05965367965367968
sonny bono,12,1390,brill building pop,1,1,0,0.13636363636363635
nita aviance,11,287,,1,1,0,0.9363636363636364
hagar,0,63,,1,1,0,0.34375
jeffrey wright,15,641,,2,1,1,0.061363636363636356
karen elson,33,33420,british singer-songwriter,1,1,0,0.6071428571428572
glen hansard,53,348949,"irish rock,irish singer-songwriter,melancholia",1,1,0,0.5363636363636364
tim phillips,38,645,,1,1,0,0.1
abba,81,13278440,"europop,swedish pop",1,1,0,0.033333333333333326
john gosling,0,4,,1,1,0,0.2
teddy riley,41,21486,new jack swing,2,2,0,0.40397727272727274
braun,24,267,,1,0,0,0.0
betty who,50,297572,"australian dance,dance pop,electropop,metropopolis",1,1,0,0.5
butch walker,38,44169,,2,2,0,0.6647727272727273
bnny,45,26493,countrygaze,1,1,0,0.8363636363636363
teen spirit,0,127,,1,1,0,0.5
laura jane grace,41,52072,"acoustic punk,folk punk",4,3,0,0.14989177489177488
schneider,30,7110,thai vtuber,1,0,1,-0.015151515151515152
davison,3,117,,1,0,0,0.0
josé feliciano,75,418657,"latin pop,puerto rican pop",1,0,0,0.0
omega sapien,44,20144,korean underground rap,1,0,1,-0.25
darlene love,72,61014,,3,3,0,0.3545454545454545
flavor flav,27,9811,east coast hip hop,1,0,1,-0.0546875
eagles,78,11221490,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock",1,0,1,-0.06388888888888888
brian wilson,41,158728,"baroque pop,sunshine pop",3,2,0,0.298989898989899
alyson stoner,48,115736,"post-teen pop,viral pop",1,1,0,0.024999999999999994
mase,65,855400,"contemporary r&b,gangster rap,hardcore hip hop,harlem hip hop,hip hop,hip pop,r&b,southern hip hop,urban contemporary",1,0,1,-0.1499999999999998
paul cattermole,0,12,,1,0,0,0.0
dj khaled,76,11787254,"hip hop,miami hip hop,pop rap,rap",5,5,0,0.40331168831168834
hilary duff,57,2358343,"dance pop,pop,post-teen pop",1,0,0,0.0
ryan hurd,54,259877,"contemporary country,country pop,country road,modern country rock",1,1,0,0.25
monsta x,61,5187354,"k-pop,k-pop boy group",1,1,0,0.2777777777777778
bodmin moor,0,9,,1,1,0,0.404978354978355
robert smigel,0,181,,1,0,1,-0.18333333333333335
stardust,62,84665,filter house,3,3,0,0.41439393939393937
robert plant,56,1131440,"album rock,art rock,blues rock,classic rock,hard rock,mellow gold,progressive rock,rock,singer-songwriter,uk americana",5,3,0,0.08499999999999999
mike mccready,29,7890,,2,1,0,0.03409090909090909
kenny chesney,71,4602783,"contemporary country,country,country road",2,1,1,0.008333333333333331
matt bellamy,36,38090,,2,1,1,-0.13327651515151515
chalie boy,45,117814,dirty south rap,2,2,0,0.675
lyle lovett,53,215511,"classic texas country,country rock,folk,outlaw country,roots rock,singer-songwriter",1,1,0,1.0
denroy morgan,25,3331,,1,0,1,-0.2
bill clinton,16,3044,oratory,2,1,0,0.05555555555555555
pete seeger,44,180375,"american folk revival,banjo,folk,old-time,singer-songwriter,traditional folk",1,1,0,0.1
ian curtis,12,1431,,1,1,0,0.3
josephine wiggs,2,987,,1,0,1,-0.4
ryan reynolds,40,11433,,3,1,1,0.06980248917748917
greg mendez,40,11839,slacker rock,1,1,0,0.35714285714285715
tyson ritter,33,3862,,1,0,1,-0.15
clarence thomas,0,157,,1,0,1,-0.7571428571428571
kim gordon,39,84826,"no wave,noise rock",1,1,0,0.021645021645021644
will forte,9,157,,1,0,1,-0.0546875
justin vernon,42,73748,eau claire indie,5,5,0,0.39614718614718614
ludacris,79,3163580,"atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",5,3,2,0.012525252525252517
jpegmafia,68,902744,"alternative hip hop,experimental hip hop,industrial hip hop",1,1,0,0.5
down,48,417038,"alternative metal,groove metal,industrial metal,louisiana metal,nu metal,sludge metal,southern metal,stoner metal,supergroup",2,0,2,-0.15555555555555559
tony bennett,71,962243,"adult standards,easy listening,lounge,vocal jazz",6,5,1,0.4441919191919192
son lux,52,328017,abstract hip hop,1,0,0,0.0
christian lee hutson,43,37876,"countrygaze,deep new americana",1,0,0,0.0
detail,47,2857,,1,0,1,-0.5294642857142857
daft punk,82,10309209,"electro,filter house,rock",1,1,0,0.5
dove cameron,72,5262194,pop,1,1,0,1.0409090909090908
dan smith,7,493,,1,0,0,0.0
project pat,68,884205,"crunk,dirty south rap,gangster rap,memphis hip hop,trap",1,1,0,0.3
vanner,34,57489,k-pop boy group,1,1,0,0.23899711399711396
ben platt,63,508770,show tunes,3,3,0,0.5383838383838384
kat moss,0,4,,1,1,0,0.4761904761904762
yoko ono,71,141419,"experimental,experimental pop",3,3,0,0.6111111111111112
chris stapleton,83,7815418,"contemporary country,outlaw country",16,13,1,0.31562702922077923
robert hunter,11,785,,1,0,1,-0.2
makonnen,1,783,,1,0,0,0.0
alex turner,60,966787,sheffield indie,1,0,1,-0.16666666666666666
kelly ripa,0,269,,1,0,1,-0.16666666666666666
serious person,0,3,,1,0,1,-0.9318181818181819
astley,0,3,,2,0,2,-0.18333333333333335
dakota johnson,0,438,,1,1,0,0.13636363636363635
snail mail,47,392573,"art pop,baltimore indie,bubblegrunge,indie pop,indie rock",3,2,0,0.21666666666666667
rex brown,20,28358,southern metal,1,1,0,0.25
teezo touchdown,74,318177,,4,3,1,0.1293560606060606
margaret qualley,8,82,,6,4,1,0.2790223665223665
grandmaster flash,43,325134,"bronx hip hop,conscious hip hop,east coast hip hop,hip hop,old school hip hop,rap,turntablism",1,1,0,0.75
sam cooke,70,1699768,"classic soul,soul,vocal jazz",1,1,0,0.8
ya ya,7,2,,3,1,2,-0.046031746031746056
reggie watts,39,74135,comic,2,1,0,0.25
chaos angel,0,30,,3,2,1,0.02440476190476191
delay,24,551,,1,0,1,-0.21666666666666667
obrafour,34,70383,"azonto,ghanaian hip hop,hiplife",1,0,0,0.0
ludwig göransson,67,359186,"nordic soundtrack,orchestral soundtrack,soundtrack",1,1,0,0.21212121212121213
nile rodgers,73,158397,disco,3,2,1,0.3005050505050505
liquor store,3,1218,garage pop,1,1,0,0.15
marcus king,69,283172,"modern blues,modern blues rock",1,1,0,0.24318181818181817
scarface,57,961076,"conscious hip hop,dirty south rap,gangster rap,hardcore hip hop",1,0,0,0.0
ezra koenig,42,15657,,4,2,2,0.23576839826839827
hugh jackman,70,661641,"hollywood,show tunes",1,1,0,0.35714285714285715
pamela anderson,14,189,,3,2,1,0.461111111111111
shailene woodley,8,38,,1,1,0,0.5681818181818181
adriel favela,66,1617757,"banda,corrido,corridos alternativos,corridos tumbados,musica mexicana,norteno,sad sierreno,sierreno",1,0,0,0.0
yeezy,11,441,,3,2,1,0.06254208754208754
abel tesfaye,22,33,,3,1,1,0.024621212121212117
brothers osborne,61,1262662,"contemporary country,country,country road,modern country rock,modern southern rock",2,2,0,0.55
galen ayers,13,563,,1,1,0,0.38636363636363635
masego,72,1466568,"alternative r&b,indie soul",1,1,0,0.3194444444444444
cedric burnside,36,34113,"black americana,memphis americana,modern blues,modern blues rock",1,1,0,0.5
don julio,4,4902,,1,1,0,0.15238095238095237
rick astley,67,1317119,"new romantic,new wave pop,soft rock,sophisti-pop,synthpop",4,2,2,-0.03674242424242425
jinbo,0,1,,1,0,0,0.0
kathleen edwards,39,62751,"alternative country,canadian americana,canadian country,canadian indie,canadian singer-songwriter,ectofolk,melancholia,ottawa indie",1,1,0,0.6863636363636364
bella thorne,43,1110092,post-teen pop,1,0,1,-0.6068181818181819
mundane,6,122,,1,1,0,0.02164502164502166
brophy,27,410,,1,0,1,-0.25
knocked loose,65,533975,"kentucky metal,kentucky punk",1,0,1,-0.07692307692307693
jim james,45,128196,shiver pop,1,1,0,0.8
bob neuwirth,12,1565,alternative roots rock,1,0,1,-0.05833333333333334
brandon flowers,51,476106,vegas indie,5,2,1,0.09841269841269842
angelo moore,22,1491,,1,0,0,0.0
stephen marley,61,683015,"reggae,roots reggae",2,2,0,0.3
robert smith,37,2671,,5,2,0,0.097
jaguar wright,32,71333,neo soul,1,0,1,-0.20000000000000007
barry mann,31,6602,"brill building pop,doo-wop",1,0,1,-0.2
pete wentz,24,5537,,4,3,1,0.1787405303030303
chris lord-alge,40,1115,,1,1,0,0.18636363636363634
karl lagerfeld,11,310,,1,1,0,0.1611111111111111
lil harold,2,19,,1,0,0,0.0
ross lynch,60,1057044,post-teen pop,2,1,0,0.0018939393939393923
jauz,54,390033,"brostep,edm,electro house",1,1,0,0.6787878787878787
gregg allman,45,299971,"blues rock,classic rock,country rock,singer-songwriter,southern rock",2,0,1,-0.15
cindy lou,0,51,,1,0,1,-0.013636363636363641
chaka zulu,0,0,,1,0,1,-0.1
moon music,0,29,,3,2,0,0.3181818181818182
bella alubo,37,46144,"alte,nigerian pop",1,1,0,0.5515151515151515
shawn crahan,10,498,,1,1,0,0.2
gregg alexander,7,2884,,1,1,0,0.5113636363636364
marvin gaye,76,5562543,"classic soul,motown,neo soul,northern soul,quiet storm,soul",6,5,1,0.039351851851851846
thurston moore,34,94379,"alternative rock,experimental rock,lo-fi,no wave,noise pop,post-punk",1,0,1,-0.0625
rema,78,5941383,"afrobeats,nigerian pop",1,1,0,0.07222222222222223
bryson tiller,83,9313748,"kentucky hip hop,r&b,rap",3,3,0,0.32983405483405487
gosling,1,574,,1,1,0,0.13636363636363635
satire,4,25,,1,1,0,0.0893939393939394
ron blake,26,983,jazz saxophone,1,1,0,0.032467532467532464
myles kennedy,52,198623,,1,0,0,0.0
cactus jack,0,354,,1,0,0,0.0
jessica chastain,31,1197,,1,0,0,0.0
patti smith,58,1175390,"art punk,permanent wave,protopunk,singer-songwriter",5,2,0,0.06363636363636363
lay zhang,18,686,,1,0,0,0.0
award,0,15,,1,0,1,-0.1650793650793651
rich brian,67,2126696,indonesian hip hop,2,2,0,0.5047348484848485
hypocrisy,44,196750,"black metal,brutal death metal,death metal,melodic death metal,metal,swedish death metal,swedish melodeath,swedish metal",1,1,0,0.6000000000000001
todd edwards,50,34174,"garage house,uk garage",1,0,1,-0.45
santigold,71,741334,"alternative dance,art pop,indietronica,neo-synthpop",1,0,1,-0.125
covid,0,11,,10,4,5,0.05446049783549785
elliott smith,68,1199416,"alternative rock,indie rock,melancholia,singer-songwriter",1,1,0,0.3181818181818182
christopher walken,30,1446,,1,1,0,0.8
gag order,1,417,,3,3,0,0.29579124579124577
alex g,78,2666791,"philly indie,pov: indie,slacker rock",2,0,0,0.0
gwen stefani,77,6700629,"dance pop,pop",12,8,1,0.277245670995671
linda perry,36,50419,,2,2,0,0.2285714285714286
lawrence,59,331183,"nyc pop,retro soul",1,1,0,0.06666666666666667
iggy azalea,70,6667494,"australian hip hop,dance pop,pop",2,1,1,-0.275
ryan adams,56,571792,"alternative country,new americana,roots rock,singer-songwriter",1,0,1,-0.3
daystar peterson,26,323,,1,0,0,0.0
david thaxton,32,33,,1,0,1,-0.125
impera,0,144,,1,1,0,0.06493506493506493
aikman,2,23,,1,0,1,-0.25
lance bass,15,3724,,2,1,1,0.00920815295815294
genre,2,304,,1,0,1,-0.5833333333333334
swinny,0,94,,1,0,1,-0.15
buju banton,58,637543,"dancehall,reggae fusion",1,1,0,0.2481818181818182
ruin everything,0,2,,1,0,0,0.0
gone wrong,0,73,,1,0,1,-0.4571428571428572
ziggy,42,7879,,1,1,0,0.04999999999999999
maná,80,12040250,"latin arena pop,latin pop,latin rock,mexican pop,mexican rock,rock en espanol",1,0,0,0.0
fat mike,11,1789,,3,2,0,0.4431818181818182
jah wobble,36,22698,"experimental dub,uk dub",1,1,0,0.15
quavo,81,7612262,"atl hip hop,melodic rap,rap,trap",5,2,1,0.0753138528138528
joanna sternberg,30,20191,,2,2,0,0.3848484848484849
jamie lee curtis,0,67,,4,4,0,0.4359577922077922
dasha,76,269068,,2,0,2,-0.07500000000000001
magoo,28,3483,,1,1,0,0.8
tayla parx,43,119652,,1,0,1,-0.4
zac brown band,72,3966070,"contemporary country,country,country road,modern country rock",1,1,0,0.3333333333333333
kiki dee,65,37501,classic uk pop,1,0,0,0.0
anthony kiedis,16,2624,,1,1,0,0.24727272727272726
pills,6,519,,1,0,1,-0.875
yves tumor,58,406656,"art pop,escape room,experimental pop,experimental r&b,hypnagogic pop",2,1,1,0.16060606060606059
london boy,2,172,,1,0,0,0.0
jack jones,47,81336,"adult standards,easy listening",1,1,0,1.15
scooter,68,890109,"eurodance,german techno,hamburg electronic,happy hardcore",1,0,0,0.0
ingrid andress,56,173687,"contemporary country,country pop",1,1,0,0.25
kevin hart,41,248168,black comedy,1,0,0,0.0
tom brady,0,146,,1,1,0,0.16666666666666663
wayne shorter,49,233804,"contemporary post-bop,jazz,jazz saxophone",1,1,0,0.39999999999999997
asake,77,4759427,"afrobeats,nigerian pop",5,1,4,-0.10800324675324675
silversun pickups,55,658215,"alternative rock,indie rock,la indie,modern alternative rock,modern rock",1,0,1,-0.125
arooj aftab,45,212991,pakistani indie,1,1,0,0.3181818181818182
scarlett johansson,59,231539,"hollywood,nyc pop",1,1,0,0.3
verdine white,49,3323,,1,0,1,-0.1
susanna hoffs,36,27407,"lilith,new wave pop",1,1,0,0.48484848484848486
cody johnson,78,1531755,"classic texas country,contemporary country,modern country pop",1,1,0,0.13636363636363635
joy oladokun,60,215946,"black americana,la pop",3,3,0,0.8467592592592593
hans zimmer,80,4268839,"german soundtrack,orchestral soundtrack,soundtrack",2,1,0,0.15
simu liu,23,9271,,2,2,0,0.3183847402597403
deyra barrera,20,2660,,1,1,0,0.33636363636363636
billboard,28,454,,3,2,1,0.34861111111111115
aimee mann,51,252255,"ectofolk,lilith,new wave pop,permanent wave,singer-songwriter",1,1,0,0.16136363636363635
juliette lewis,25,41025,,1,0,0,0.0
jamila woods,50,231560,"afrofuturism,alternative r&b",1,1,0,0.6681818181818182
dave mustaine,16,28,,4,2,2,-0.03339195526695527
riz story,3,105,,1,0,0,0.0
cara delevingne,30,10957,,1,0,1,-0.15
korn,78,8333598,"alternative metal,funk metal,hard rock,nu metal,post-grunge,rap metal,rock",3,3,0,0.5333333333333333
oprah,8,4856,rap ivoire,3,3,0,0.31666666666666665
cyberspace,4,387,,1,1,0,0.6893939393939393
morale,5,1085,,7,5,2,0.12576659451659453
quando rondo,62,2722255,"melodic rap,trap",1,0,1,-0.3
into barbie,0,8,,1,0,1,-0.1
dev patel,9,99,,1,1,0,0.13636363636363635
teeny lieberson,0,1,,1,1,0,0.03333333333333333
dess dior,54,50354,trap queen,1,1,0,0.5
grandson,66,1176264,"modern alternative rock,modern rock,pov: indie,rock",1,1,0,0.14069264069264065
jakob dylan,29,36058,modern folk rock,1,1,0,0.6306818181818181
harrison,37,20489,"future funk,toronto indie",2,1,1,0.14659090909090908
composer,3,293,,4,2,2,0.1890625
jet ski,0,19,,1,0,0,0.0
maverick carter,0,0,,1,0,1,-1.15
spencer stewart,34,258,,1,0,1,-0.1345959595959596
cyndi lauper,73,2925197,"dance pop,new wave pop,permanent wave,soft rock",10,9,1,0.32353896103896107
sensual,4,438,,1,0,1,-0.1283549783549784
akini jing,28,7864,chinese singer-songwriter,1,1,0,0.7537878787878788
pavement,60,663277,"alternative rock,chamber pop,indie rock,lo-fi,shoegaze,slacker rock",1,1,0,0.2527972027972028
judy collins,46,268421,"american folk revival,folk,folk rock,mellow gold,singer-songwriter",1,1,0,0.5444444444444445
hazelton,0,7,,1,1,0,0.5625
andy fletcher,1,53,,1,1,0,0.1
guts,57,259552,"bboy,electronica,nu jazz",1,1,0,0.2
pardison fontaine,46,203369,upstate ny rap,1,1,0,0.03636363636363635
robbie williams,74,2996481,"dance rock,europop",2,1,1,0.08124999999999999
trixie mattel,43,156328,"queer country,strut",1,1,0,0.016287878787878785
dita von teese,32,12242,,1,1,0,1.0
dee snider,36,55555,,1,0,1,-0.25
linda martell,48,12096,swamp rock,3,1,1,0.06666666666666665
john linnell,19,4699,geek rock,1,0,1,-0.4666666666666667
dryden mitchell,0,265,,1,1,0,0.2833333333333333
nancy whang,27,3814,etherpop,1,0,1,-0.18571428571428572
sérgio mendes,63,230575,"bossa nova,brazilian jazz,samba",1,0,1,-0.2
natasha lyonne,0,40,,1,0,0,0.0
abi carter,34,33012,,1,1,0,0.16666666666666666
herb alpert,51,127957,jazz trumpet,1,1,0,0.3
rick wakeman,44,206434,"progressive rock,rock keyboard,symphonic rock",2,2,0,0.3015151515151515
alex chapman,37,9322,,1,1,0,0.5267857142857143
kelvin momo,64,2289731,amapiano,1,1,0,0.5
evan rachel wood,59,36320,"hollywood,movie tunes",2,1,0,0.05284090909090909
accuser,22,9412,"german metal,german thrash metal",3,1,2,0.016666666666666646
brittney spencer,49,37308,black americana,3,1,2,0.27870370370370373
violet chachki,31,40515,strut,1,1,0,0.2
sweet song,0,99,,1,1,0,0.85
taylour paige,48,14984,,1,0,0,0.0
ryan lott,28,5082,21st century classical,1,1,0,0.5721153846153846
sing,39,3361,viet chill rap,1,0,0,0.0
mike portnoy,36,40244,"progressive metal,rock drums",2,2,0,0.26785714285714285
betts,6,115,,1,0,0,0.0
nicholas hooper,60,50496,"british soundtrack,soundtrack",1,0,0,0.0
bizarrap,82,17068400,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino",1,1,0,0.19444444444444445
released,0,27,,2,0,2,-0.09166666666666665
lisbon,17,5582,north east england indie,1,0,0,0.0
shara nova,26,2138,,1,0,0,0.0
maxi jazz,31,8983,,1,1,0,0.325
paul thomas anderson,0,0,,1,1,0,0.07857142857142857
patti scialfa,29,14738,,1,0,1,-0.13181818181818183
fourpiece,0,24,,1,1,0,0.13636363636363635
liz lamere,1,308,,1,0,0,0.0
robbie robertson,44,66292,"canadian singer-songwriter,classic canadian rock",3,0,1,-0.048379629629629634
tom sandoval,8,738,,1,1,0,1.5681818181818181
redd kross,34,26185,"glam punk,modern power pop,power pop,underground power pop",1,1,0,0.2919191919191919
